"aou","volume"
2881,0.844710734200119
2882,0.188017593873644
2890,0.863562474097132
2920,0.168301741670313
2930,0.115675997610935
2940,0.325450922644113
2971,0.958085435895298
2973,0.62990483029117
2980,1.95088353468441
3000,0.41279245076386
3050,0.0825982114774716
3070,0.0519314635310857
3080,0.814184204107248
3090,0.0507955163153657
3091,0.879034692351607
3100,1.11547790425966
3120,1.58431081026501
3131,1.34139786014257
3160,1.39828987865556
3190,1.17500693808535
3200,0.0258194639597585
3210,0.786244623685323
3250,1.5190292065796
3260,0.0989924249665562
3270,0.0218663680374038
3290,0.314838196381653
3310,1.09958746614035
3320,1.1428786830747
3330,1.37060081348145
3333,4.19746709642324
3340,0.912346569414998
3370,1.66859477698143
3390,0.520285516029071
3420,0.572590296547449
3430,0.748289983397051
3451,3.80926559211445
3480,0.29494749084014
3490,0.454348823489254
3520,1.89759188504138
3550,0.337227137969648
3560,3.86487192853504
3570,0.368635846380876
3600,1.30851931760288
3640,1.99056595532143
3850,0.200912011630594
3870,0.91470698502343
3875,0.110920682476875
3880,0.300812628756909
3920,2.72825128972302
3930,1.13414939276779
3940,1.16086500034199
3950,0.111452638863951
3960,0.148189911732155
3990,0.306933118363447
4000,0.966584475752979
4010,3.70720930598049
4020,0.20049594365543
4021,0.550121861995462
4022,1.11348959346271
4030,1.03379741395566
4040,0.45333187554207
4050,0.962056941456078
4060,1.03581261584011
4080,0.614590560024127
4090,0.68800763988594
4100,0.0386995263782754
4120,0.808759407746957
4123,1.14759346079244
4130,1.00123113405083
4220,1.13176346815095
4230,0.787994404882609
4240,1.45605994397473
4250,0.834303172369356
4280,0.619585653972602
4290,1.00347741558965
4310,0.721320396633919
4320,0.191287501097639
4330,1.30096355818276
4360,0.680602911385816
4402,2.71273691566963
4430,0.185799521683357
4440,1.2117279149458
4450,0.0122862921103201
4470,0.76592229033415
4480,0.127353672686447
4520,0.73499458151964
4540,0.539387485947391
4560,0.66383112938811
4570,0.471866867262452
4580,0.523711976850081
4590,0.849852464034656
4610,0.646656195971677
4620,0.988162641089475
4630,0.230452951263237
4640,0.58003848142653
4641,1.18346682392924
4642,1.29789559824709
4650,0.200794415391677
4660,0.743571552715527
4661,0.220621505670977
4665,0.265511896988362
4670,0.279734402619079
4679,3.86398668093413
4680,1.04831827732154
4690,0.620618063543548
4691,0.303940228640546
4710,0.31943791754115
4740,1.13480788198204
4750,0.638463638118179
4770,0.876659188051049
4780,1.07527692432079
4810,0.0403413365520876
4812,0.149427038349794
4813,0.348967032839611
4840,0.798062499651386
4860,1.04441892032167
4865,0.0160472699629016
4870,0.106857325652506
4880,1.43377160651916
4881,0.175877240223166
4900,0.100382078892351
4910,0.541347336124828
4920,0.31813797808268
4930,1.43131759509058
4940,0.277065448186981
4950,1.47014677891618
4960,0.0562068846547462
4970,0.859688087575162
4980,1.44983479878121
5000,0.0177892820775383
5010,0.819581326680429
5011,1.02282454614771
5012,0.94796278871265
5040,0.731574988740004
5060,0.876675458487848
5070,0.482498800840924
5077,0.353114097780321
5080,0.684944435616451
5090,0.160306110421553
5100,1.01921914675595
5110,1.0133281614329
5120,0.313450050788961
5130,0.0587790095774361
5140,0.626843436838304
5150,0.682755037190582
5170,0.388157201976272
5180,0.594606989017561
5190,1.398115034976
5210,1.68783129402
5220,0.306952697132934
5290,1.06174201784732
5300,0.639060331828743
5330,0.878119101696427
5380,0.00851000024000603
5390,0.00863310924581927
5400,0.802213494620677
5420,0.662547540537118
5460,1.16742175332801
5470,0.312799936318339
5480,0.120668369618848
5491,0.510672109405457
5520,0.891613390702674
5540,1.92388224560927
5580,0.196129577696387
5600,1.14595626270451
5610,0.23868541384298
5620,0.28444973896078
5630,0.642682283750271
5670,0.187703099196317
5671,0.903017693832922
5730,0.331588264938155
5738,0.0978964918278792
5750,0.0453627816286168
5780,0.152069903920234
5800,0.178947843832418
5810,0.955371744647832
5830,0.546772421656685
5840,0.225945303653197
5850,1.97133325272487
5870,0.565547462049877
5880,1.1340707772987
5900,0.336999479512124
5910,0.209239159935474
5930,0.739694174969808
5940,0.0527781718273586
5950,0.255448319952575
5960,1.12657130220817
5970,0.738387273951524
5980,0.759087507175942
5990,0.858841333400543
6010,0.513845330861395
6040,0.904243529819479
6050,0.166082925275431
6070,0.974186458884121
6080,0.371535138009407
6100,0.147931088320567
6110,0.847184890847473
6120,1.42757428569845
6121,0.060264392307959
6130,1.37178794138178
6140,0.919492830098307
6150,0.983403954192479
6160,0.811130611725077
6170,1.51240648237845
6190,0.773763427759014
6220,1.50660957918134
6240,0.929528403377894
6260,0.170798076547052
6270,0.926857812217538
6280,0.623993489099056
6290,0.364280617450923
6291,0.885563193371696
6292,0.227939197393303
6310,0.157180069596793
6330,0.343358718417264
6340,0.103475119818065
6360,0.54583543274262
6370,0.111339839890764
6380,0.0321994976547436
6390,0.15412865653429
6410,0.186210801899692
6420,0.173939259155329
6440,0.267032495839752
6450,0.458636783725977
6460,1.70660773281811
6470,0.253921158099083
6480,0.724436163738566
6500,0.211212434856734
6520,1.04178169398363
6540,0.130650726293378
6550,0.202734362300905
6560,1.06509893337407
6570,0.201196786516411
6580,0.475050852888562
6590,0.219212002427345
6600,0.175956359834193
6610,0.123192517127089
6620,0.207777601478551
6630,0.0874213026799125
6650,1.44987613063904
6670,0.230628896661115
6680,1.48649743279394
6690,0.393820155112728
6710,0.654446897150065
6720,0.374978526871341
6730,0.170217886186825
6740,0.422335907675654
6750,0.237310006772302
6760,0.224479574176607
6770,0.0908651924795499
6780,0.116127088874951
6790,0.201864772088091
6800,1.02474437561342
6810,1.27699234455219
6830,0.881866624432872
6840,0.217660930220911
6850,1.36243100501435
6860,0.190972855472958
6870,0.520223391088581
6882,1.40858299991434
7020,0.17198704096672
7030,1.26905330409932
7040,0.865354219471963
7050,0.866705530566703
7070,0.111218241284684
7130,0.132408252626549
7150,0.514597792399716
7170,0.898148953609976
7180,0.364884105051077
7190,1.2233402146037
7210,0.992536852657667
7221,1.39039678470501
7222,0.18912124348603
7240,0.190974491128071
7250,1.24661383200945
7260,0.617693853402424
7270,0.903652161002636
7280,0.622651835441116
7290,0.0404081242254507
7300,0.545038396916095
7310,0.450408607200991
7320,0.024773081392484
7331,0.146146899838098
7350,0.624275586722646
7360,0.177187340284749
7380,0.517958998849398
7400,0.255078037222998
7410,1.41746773898702
7430,0.780921333124262
7460,0.0578450125486145
7480,0.537691568824817
7490,0.536967244212989
7510,0.913770091607125
7540,0.763538574782404
7550,0.493875595411242
7560,0.350200260059514
7571,0.120398939808116
7580,0.66656601167694
7590,0.494697174041706
7610,1.30651335117882
7630,1.38888965074112
7660,0.811702181344823
7670,0.596506468271743
7680,0.489726025753263
22860,1.77266221517719
